Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
proteger	VERB	0	22	9	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
dados	NOUN	0	22	10	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
,	PUNCT	0	22	11	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
garantindo	VERB	0	22	12	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
que	SCONJ	0	22	13	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
apenas	ADV	0	22	14	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
pessoas	NOUN	0	22	15	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
autorizadas	VERB	1	22	16	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
possam	VERB	0	22	17	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
acessar	VERB	1	22	18	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
informações	NOUN	0	22	19	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
sensíveis	ADJ	0	22	20	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
,	PUNCT	0	22	21	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
mesmo	ADV	0	22	22	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
que	SCONJ	0	22	23	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
elas	PRON	0	22	24	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
sejam	AUX	0	22	25	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
interceptadas	VERB	1	22	26	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
durante	ADP	0	22	27	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
a	DET	0	22	28	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
transmissão	NOUN	0	22	29	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
.	PUNCT	0	22	30	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
21	['DET', 'NOUN', 'AUX', 'NUM', 'ADP', 'NOUN', 'ADV', 'ADJ', 'SCONJ', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'SCONJ', 'ADV', 'NOUN', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	22	21	1	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
O	DET	0	23	0	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
monitoramento	NOUN	1	23	1	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
constante	ADJ	0	23	2	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
de	ADP	0	23	3	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
redes	NOUN	0	23	4	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
é	AUX	0	23	5	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
essencial	ADJ	0	23	6	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
para	SCONJ	0	23	7	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
detectar	VERB	0	23	8	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
atividades	NOUN	0	23	9	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
suspeitas	ADJ	0	23	10	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
em	ADP	0	23	11	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
tempo	NOUN	0	23	12	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
real	ADJ	0	23	13	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
,	PUNCT	0	23	14	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
permitindo	VERB	0	23	15	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
respostas	NOUN	0	23	16	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
rápidas	ADJ	0	23	17	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
que	PRON	0	23	18	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
podem	VERB	0	23	19	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
impedir	VERB	0	23	20	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
ataques	NOUN	0	23	21	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
antes	ADV	0	23	22	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
que	SCONJ	0	23	23	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
eles	PRON	0	23	24	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
causem	VERB	1	23	25	0	O monitoramento constante de redes é essencial para detectar atividades suspeitas em tempo real , permitindo respostas rápidas que podem impedir ataques antes que eles causem danos significativos .
